3.000000000000000000e+00,3.144953174681325964e-04
3.040404040404040220e+00,4.724451078502234832e-04
3.080808080808080884e+00,6.448558903055587191e-04
3.121212121212121104e+00,8.055738302835764499e-04
3.161616161616161769e+00,1.069942404974872372e-03
3.202020202020201989e+00,1.659153347448933356e-03
3.242424242424242209e+00,2.185492948405717492e-03
3.282828282828282873e+00,2.699873291382506868e-03
3.323232323232323093e+00,3.283692440302649757e-03
3.363636363636363757e+00,4.576345834204758982e-03
3.404040404040403978e+00,5.990134951775790383e-03
3.444444444444444642e+00,8.647085550051107627e-03
3.484848484848484862e+00,1.007468851670526716e-02
3.525252525252525082e+00,1.293644120615921808e-02
3.565656565656565746e+00,1.477889511779281219e-02
3.606060606060605966e+00,1.976577740161870531e-02
3.646464646464646631e+00,2.500410490414051862e-02
3.686868686868686851e+00,2.973106200373681549e-02
3.727272727272727515e+00,4.129911980528697818e-02
3.767676767676767735e+00,4.538850308171459014e-02
3.808080808080807955e+00,6.251826020970567555e-02
3.848484848484848619e+00,6.423216280284105295e-02
3.888888888888888840e+00,8.370682973812793026e-02
3.929292929292929504e+00,1.100095156315291922e-01
3.969696969696969724e+00,1.193199391099826479e-01
4.010101010101010388e+00,1.332241746717618136e-01
4.050505050505050164e+00,1.789838096019488733e-01
4.090909090909090828e+00,2.063479442823550614e-01
4.131313131313131493e+00,2.079201037519007034e-01
4.171717171717171269e+00,2.736247268418254830e-01
4.212121212121211933e+00,2.943086467240432214e-01
4.252525252525252597e+00,2.988309045957553423e-01
4.292929292929293261e+00,3.491577813864790714e-01
4.333333333333333925e+00,3.828400679587469768e-01
4.373737373737373701e+00,4.478885593779650676e-01
4.414141414141414366e+00,4.839825512065669133e-01
4.454545454545455030e+00,5.277934103948158651e-01
4.494949494949494806e+00,5.805864434400009877e-01
4.535353535353535470e+00,6.746663203002040143e-01
4.575757575757576134e+00,7.002003293798655381e-01
4.616161616161615910e+00,7.616368958760166841e-01
4.656565656565656575e+00,7.176748714516612004e-01
4.696969696969697239e+00,7.881276945375942367e-01
4.737373737373737015e+00,8.787543937440323027e-01
4.777777777777777679e+00,9.027275022442231567e-01
4.818181818181818343e+00,9.990648473737701041e-01
4.858585858585859008e+00,9.673862503089041276e-01
4.898989898989899672e+00,1.051433793021060881e+00
4.939393939393939448e+00,1.045716112978300139e+00
4.979797979797980112e+00,9.766806247830313037e-01
5.020202020202020776e+00,1.038525083915484926e+00
5.060606060606060552e+00,1.002834324317606329e+00
5.101010101010101216e+00,9.275960570512469250e-01
5.141414141414141881e+00,1.031736770912365042e+00
5.181818181818181657e+00,1.024823262970751880e+00
5.222222222222222321e+00,8.836809777272167654e-01
5.262626262626262985e+00,8.820637860787150508e-01
5.303030303030302761e+00,8.533639549726255158e-01
5.343434343434343425e+00,7.863797984476249558e-01
5.383838383838384090e+00,7.128205066268049617e-01
5.424242424242423866e+00,6.291192348937666434e-01
5.464646464646465418e+00,6.261430538566187254e-01
5.505050505050505194e+00,6.046268089370550047e-01
5.545454545454545858e+00,5.190930469374677170e-01
5.585858585858586522e+00,4.551721092453466788e-01
5.626262626262626299e+00,4.659400357276550775e-01
5.666666666666666963e+00,4.324325435611863222e-01
5.707070707070707627e+00,3.325589369672361517e-01
5.747474747474747403e+00,3.322369931391697673e-01
5.787878787878788067e+00,2.996445328334718661e-01
5.828282828282828731e+00,2.346343587880286297e-01
5.868686868686868507e+00,2.010381429330804492e-01
5.909090909090909172e+00,1.882850334473349652e-01
5.949494949494949836e+00,1.686464903803790161e-01
5.989898989898989612e+00,1.489254699454154451e-01
6.030303030303031164e+00,1.227832263616570746e-01
6.070707070707070940e+00,9.551654529729398935e-02
6.111111111111110716e+00,8.193394522147433301e-02
6.151515151515152269e+00,6.433413478320565426e-02
6.191919191919192045e+00,6.215811824334117192e-02
6.232323232323232709e+00,4.731787333583804128e-02
6.272727272727273373e+00,4.154442324178657386e-02
6.313131313131313149e+00,3.139017042322373580e-02
6.353535353535353813e+00,2.432500886304307663e-02
6.393939393939394478e+00,2.105843466932663666e-02
6.434343434343434254e+00,1.618824106304827398e-02
6.474747474747474918e+00,1.264200164941894390e-02
6.515151515151515582e+00,1.093940824074111050e-02
6.555555555555555358e+00,7.527152699159045390e-03
6.595959595959596911e+00,5.846725204092714616e-03
6.636363636363636687e+00,4.813220712737582493e-03
6.676767676767676463e+00,3.627896427369593519e-03
6.717171717171718015e+00,2.591434072547257796e-03
6.757575757575757791e+00,2.148446948001374920e-03
6.797979797979798455e+00,1.688560553726743685e-03
6.838383838383839120e+00,1.233735124482365948e-03
6.878787878787878896e+00,8.355201931359511032e-04
6.919191919191919560e+00,6.347897021861392819e-04
6.959595959595960224e+00,4.709211095724729072e-04
7.000000000000000000e+00,3.261321849709468987e-04
